creationDate|PersonId|UniversityId|classYear
2010-01-03T15:10:31.499+00:00|14|4593|2004
2010-01-31T13:13:03.929+00:00|16|5809|2004
2010-01-19T13:51:10.863+00:00|27|5804|2007
2010-01-19T23:03:07.674+00:00|33|1596|2003
2010-01-20T07:32:07.566+00:00|42|1597|2002
2010-02-20T09:49:47.443+00:00|46|5038|2004
2010-01-05T12:12:37.385+00:00|66|3009|2002
2010-02-09T22:29:01.024+00:00|71|6150|2003
2010-01-01T00:46:06.678+00:00|181|2451|2003
2010-01-07T11:20:01.390+00:00|248|6306|2002
2010-01-30T14:23:23.459+00:00|325|2450|2000
2010-01-10T13:24:26.708+00:00|375|7892|2002
2010-01-17T21:30:24.103+00:00|394|1961|2006
2010-01-27T12:45:36.698+00:00|412|4592|2000
2010-02-24T01:32:19.837+00:00|417|2214|2006
2010-02-21T08:17:42.178+00:00|435|2214|2006
2010-01-24T20:32:11.771+00:00|448|2211|2003
2010-02-21T12:43:33.240+00:00|455|6168|2005
2010-02-25T05:10:38.286+00:00|460|2832|2008
2010-02-14T11:35:46.669+00:00|478|5981|2007
2010-02-12T08:04:25.439+00:00|483|1635|2009
2010-01-27T06:17:13.238+00:00|490|3008|2002
2010-02-13T19:20:48.228+00:00|555|2209|2001
2010-01-12T05:20:36.978+00:00|561|2210|2005
2010-01-19T06:03:03.336+00:00|599|5938|2000
2010-01-01T15:45:47.061+00:00|659|2470|2001
2010-02-26T00:33:04.619+00:00|673|6392|2004
2010-02-20T02:22:09.856+00:00|690|1971|2000
2010-01-26T01:07:05.669+00:00|699|6163|2005
2010-01-24T18:46:35.614+00:00|705|6540|2008
2010-01-06T20:28:01.024+00:00|756|5188|2009
2010-01-08T06:00:10.612+00:00|772|6172|2002
2010-02-04T13:58:27.400+00:00|773|6799|2005
2010-02-10T00:50:45.975+00:00|783|6476|2006
2010-02-02T22:43:41.454+00:00|786|2452|2005
2010-01-16T02:28:02.697+00:00|796|3014|2001
2010-01-09T00:05:21.040+00:00|808|3006|2006
2010-02-28T02:08:58.657+00:00|859|3006|2003
2010-02-11T11:29:34.131+00:00|881|6554|2005
2010-01-04T12:14:34.965+00:00|903|6798|2003
2010-03-03T02:35:31.479+00:00|910|1855|2010
2010-01-01T01:54:03.489+00:00|919|2524|2004
2010-02-16T21:41:06.249+00:00|933|2643|2008
2010-01-21T15:34:48.534+00:00|981|1959|2009
2010-01-30T01:23:07.211+00:00|983|5184|2002
2010-01-28T14:38:25.642+00:00|1009|5526|2004
2010-01-29T12:22:51.239+00:00|1037|2828|1998
2010-01-04T02:16:27.124+00:00|1065|5268|2000
2010-01-02T01:16:09.935+00:00|1096|4750|2006
2010-01-30T07:53:23.075+00:00|1130|3008|2007
2010-02-12T06:42:32.659+00:00|1171|2212|2004
2010-01-18T15:00:43.490+00:00|1180|5867|2008
2010-02-04T07:32:20.964+00:00|1204|1800|2003
2010-01-18T11:31:34.721+00:00|1223|6308|2002
2010-02-14T03:28:25.768+00:00|1230|6807|2001
2010-01-20T13:39:37.801+00:00|1246|2209|2007
2010-02-13T16:00:06.846+00:00|1251|5190|2006
2010-03-01T12:32:10.059+00:00|1270|5866|2006
2010-01-04T12:48:38.958+00:00|1286|5988|2002
2010-03-02T19:12:56.926+00:00|1295|6150|2004
2010-01-14T19:26:03.773+00:00|1305|6552|2001
2010-01-12T20:54:21.532+00:00|1331|5185|2006
2010-02-05T06:50:23.437+00:00|1344|1637|2006
2010-02-19T05:09:34.977+00:00|1355|1642|2007
2010-02-19T15:29:38.071+00:00|1364|5046|2008
2010-02-20T14:01:08.026+00:00|1374|6473|2003
2010-02-14T09:44:01.187+00:00|1382|1980|2002
2010-02-01T14:15:22.461+00:00|1403|4745|2008
2010-02-18T11:19:03.789+00:00|1412|3008|2010
2010-01-20T20:52:02.254+00:00|1425|2210|2005
2010-01-28T20:43:50.602+00:00|1428|7895|2009
2010-02-07T21:25:15.217+00:00|1435|6797|2004
2010-01-22T08:02:41.027+00:00|1443|4673|2004
2010-02-11T03:52:17.064+00:00|1448|7900|2005
2010-02-09T09:59:32.706+00:00|1467|3013|2005
2010-02-11T21:38:46.327+00:00|1494|2205|2004
2010-01-17T10:03:52.857+00:00|1505|2207|2001
2010-02-24T18:37:28.061+00:00|1555|4956|2002
2010-01-13T07:50:27.569+00:00|1582|1957|2004
2010-02-18T10:30:33.485+00:00|1605|3938|2007
2010-02-05T20:52:50.278+00:00|1608|2438|2010
2010-02-08T03:36:26.551+00:00|1628|4747|2009
2010-01-31T05:28:34.959+00:00|1646|3011|2003
2010-01-19T01:02:44.763+00:00|1649|6393|2001
2010-02-06T20:50:18.046+00:00|1661|5041|2005
2010-02-15T10:25:53.204+00:00|1681|2176|2006
2010-01-13T03:59:52.085+00:00|1682|5037|2006
2010-03-24T18:14:04.882+00:00|2199023255557|1953|2008
2010-04-18T01:27:21.494+00:00|2199023255573|5263|2007
2010-03-11T19:37:08.691+00:00|2199023255638|5046|2004
2010-04-28T04:16:08.277+00:00|2199023255641|3014|2005
2010-03-17T18:26:46.550+00:00|2199023255672|5188|2007
2010-03-19T09:26:49.641+00:00|2199023255686|5236|2006
2010-04-30T16:00:03.437+00:00|2199023255691|5164|2003
2010-04-28T03:05:54.095+00:00|2199023255694|3823|2002
2010-04-11T11:01:27.222+00:00|2199023255724|1855|1998
2010-03-30T11:54:07.818+00:00|2199023255767|5168|2007
2010-03-13T05:17:24.814+00:00|2199023255778|7896|2009
2010-03-25T00:31:44.608+00:00|2199023255782|7899|2001
2010-04-18T15:20:55.401+00:00|2199023255783|5266|2009
2010-04-01T23:23:59.694+00:00|2199023255790|6554|2004
2010-03-21T19:34:14.855+00:00|2199023255827|2210|2006
2010-04-11T10:00:08.297+00:00|2199023255851|2831|2009
2010-04-08T08:08:07.483+00:00|2199023255869|5236|2003
2010-04-17T07:16:53.461+00:00|2199023255905|2209|2008
2010-05-01T23:52:56.800+00:00|2199023255937|3498|1998
2010-04-20T09:26:18.217+00:00|2199023255949|1596|2005
2010-04-22T16:55:39.573+00:00|2199023255978|5607|2008
2010-03-28T18:32:31.186+00:00|2199023255994|6438|2007
2010-03-15T05:55:42.699+00:00|2199023256031|2176|2008
2010-03-21T17:01:57.710+00:00|2199023256048|6801|2002
2010-03-31T21:51:21.233+00:00|2199023256055|1955|2002
2010-03-12T15:59:54.252+00:00|2199023256183|6417|2004
2010-03-25T14:51:11.247+00:00|2199023256187|2284|2003
2010-03-19T22:00:30.043+00:00|2199023256198|3011|2008
2010-04-05T13:12:17.854+00:00|2199023256230|5526|2006
2010-03-31T23:42:56.472+00:00|2199023256287|4934|2009
2010-04-05T19:32:44.926+00:00|2199023256293|2208|2002
2010-04-30T07:21:46.421+00:00|2199023256294|1975|2009
2010-04-22T15:40:25.158+00:00|2199023256302|4665|2007
2010-04-03T04:52:48.559+00:00|2199023256303|2210|2007
2010-04-07T05:26:31.591+00:00|2199023256304|1816|2001
2010-04-25T15:49:34.090+00:00|2199023256313|3010|2002
2010-03-15T21:11:08.210+00:00|2199023256317|2206|2000
2010-03-31T23:44:35.786+00:00|2199023256383|3007|2007
2010-04-02T10:46:27.769+00:00|2199023256425|2674|2005
2010-03-10T12:13:02.284+00:00|2199023256440|3007|2001
2010-04-15T16:34:53.868+00:00|2199023256446|6620|2007
2010-04-03T00:08:45.174+00:00|2199023256458|4991|2000
2010-04-19T22:50:49.991+00:00|2199023256472|1608|2002
2010-04-19T07:30:16.113+00:00|2199023256479|3010|2003
2010-03-21T04:33:08.721+00:00|2199023256515|2454|2001
2010-03-04T15:00:34.219+00:00|2199023256532|5523|2009
2010-03-11T07:34:38.056+00:00|2199023256557|6803|2000
2010-05-02T11:15:54.507+00:00|2199023256562|2289|2007
2010-03-30T11:07:03.669+00:00|2199023256573|7928|2003
2010-04-11T13:00:23.780+00:00|2199023256576|3014|2010
2010-04-09T17:10:30.634+00:00|2199023256599|6798|2002
2010-03-13T05:20:36.148+00:00|2199023256608|2213|2002
2010-04-06T02:27:53.458+00:00|2199023256616|2360|2007
2010-04-03T00:42:39.516+00:00|2199023256657|6205|2009
2010-04-08T04:15:35.863+00:00|2199023256666|3012|2003
2010-03-21T20:09:23.678+00:00|2199023256697|3013|2009
2010-04-14T16:11:36.579+00:00|2199023256720|2206|2004
2010-03-27T18:21:51.692+00:00|2199023256752|5943|2007
2010-04-13T03:35:22.091+00:00|2199023256791|1577|2000
2010-04-27T04:53:03.650+00:00|2199023256810|2212|2005
2010-04-15T06:45:16.556+00:00|2199023256818|3008|2008
2010-05-02T22:41:54.121+00:00|2199023256835|3011|2003
2010-04-12T04:32:46.244+00:00|2199023256858|2209|2000
2010-03-09T00:54:20.572+00:00|2199023256904|3207|2000
2010-04-06T02:23:38.098+00:00|2199023256905|6002|2002
2010-03-27T07:55:56.198+00:00|2199023256914|3029|2009
2010-05-03T00:47:06.674+00:00|2199023256946|2207|2007
2010-04-04T11:51:19.652+00:00|2199023256965|1581|2009
2010-04-28T19:49:17.230+00:00|2199023256978|4668|2003
2010-04-30T12:20:54.212+00:00|2199023256981|1851|2003
2010-04-04T13:29:17.191+00:00|2199023256990|3014|2001
2010-05-03T02:34:44.672+00:00|2199023256999|6802|2006
2010-04-17T12:23:48.143+00:00|2199023257001|3008|2006
2010-03-20T12:17:17.903+00:00|2199023257003|2210|2008
2010-04-30T21:22:52.823+00:00|2199023257005|2210|2002
2010-03-19T12:39:12.435+00:00|2199023257024|3014|2005
2010-03-25T16:21:36.185+00:00|2199023257093|5272|2000
2010-03-22T00:04:22.239+00:00|2199023257100|5047|2001
2010-03-11T09:41:54.848+00:00|2199023257110|1813|2002
2010-03-22T01:23:46.947+00:00|2199023257140|3008|2010
2010-03-24T23:20:15.861+00:00|2199023257149|5265|2000
2010-04-12T05:32:46.381+00:00|2199023257181|3008|2009
2010-03-06T08:10:33.831+00:00|2199023257197|2206|2008
2010-03-31T11:44:45.428+00:00|2199023257247|5268|1999
2010-06-17T07:12:54.354+00:00|4398046511147|3014|2007
2010-05-23T10:03:28.904+00:00|4398046511151|6346|2003
2010-06-05T09:51:36.196+00:00|4398046511152|5189|2007
2010-06-13T23:01:21.407+00:00|4398046511158|3012|2005
2010-05-08T15:53:44.822+00:00|4398046511168|2387|2000
2010-05-10T08:03:59.029+00:00|4398046511169|4991|2007
2010-06-22T02:02:36.730+00:00|4398046511176|5866|2008
2010-05-29T23:42:58.594+00:00|4398046511181|2827|2007
2010-06-06T11:51:48.075+00:00|4398046511219|2210|2005
2010-06-08T04:06:31.624+00:00|4398046511230|5143|2007
2010-06-09T19:11:38.984+00:00|4398046511255|1583|2009
2010-05-12T06:09:35.222+00:00|4398046511273|3012|2011
2010-05-23T20:26:46.675+00:00|4398046511290|1810|2002
2010-05-22T18:03:59.293+00:00|4398046511302|5668|2009
2010-07-02T15:06:54.622+00:00|4398046511304|4151|2000
2010-05-07T07:17:33.303+00:00|4398046511348|7870|2000
2010-05-25T11:03:09.336+00:00|4398046511377|1599|1999
2010-05-15T11:40:42.605+00:00|4398046511453|1980|2003
2010-05-20T01:52:44.613+00:00|4398046511458|1639|2001
2010-05-13T08:33:29.609+00:00|4398046511549|4591|2003
2010-05-19T08:21:33.228+00:00|4398046511568|5497|2003
2010-05-04T09:32:39.822+00:00|4398046511577|6169|2009
2010-05-11T01:53:17.809+00:00|4398046511591|2830|2000
2010-06-10T07:34:29.783+00:00|4398046511595|1856|2008
2010-06-29T16:05:47.294+00:00|4398046511602|3865|2008
2010-05-13T19:20:49.953+00:00|4398046511608|3015|2002
2010-05-08T09:37:09.729+00:00|4398046511613|2175|2005
2010-05-09T20:28:39.124+00:00|4398046511652|6172|2002
2010-06-17T08:49:50.604+00:00|4398046511689|2271|2004
2010-06-07T08:06:36.164+00:00|4398046511727|3643|2004
2010-05-11T16:13:31.139+00:00|4398046511748|5526|2005
2010-06-24T07:54:27.514+00:00|4398046511867|1961|2006
2010-05-12T12:36:59.435+00:00|4398046511870|2359|2006
2010-05-19T13:16:43.922+00:00|4398046511926|5942|2006
2010-06-01T14:41:55.597+00:00|4398046511930|1854|2009
2010-05-26T11:05:36.201+00:00|4398046511934|3014|1999
2010-07-03T21:17:56.525+00:00|4398046511938|4519|2005
2010-06-18T19:37:27.295+00:00|4398046511989|2829|2001
2010-05-27T14:50:45.723+00:00|4398046512008|3123|2009
2010-06-09T16:59:48.913+00:00|4398046512057|5186|1999
2010-06-22T13:25:00.598+00:00|4398046512107|4998|2009
2010-05-11T00:33:50.179+00:00|4398046512126|2213|2006
2010-05-09T18:51:40.803+00:00|4398046512138|5038|2008
2010-05-12T11:38:40.357+00:00|4398046512139|5272|2006
2010-05-18T23:57:45.316+00:00|4398046512158|5873|2005
2010-06-16T20:53:47.633+00:00|4398046512162|1578|2002
2010-05-16T02:25:25.476+00:00|4398046512175|5945|2004
2010-05-06T02:18:16.064+00:00|4398046512195|1953|2004
2010-05-13T07:38:58.428+00:00|4398046512197|7892|1998
2010-05-15T11:48:18.552+00:00|4398046512233|2636|2004
2010-05-13T00:09:46.024+00:00|4398046512238|6432|2002
2010-05-18T04:02:37.125+00:00|4398046512247|1858|2003
2010-06-25T17:18:43.122+00:00|4398046512254|5044|2001
2010-05-04T13:09:48.711+00:00|4398046512269|4751|2001
2010-06-29T20:01:29.945+00:00|4398046512273|7897|2003
2010-06-13T22:28:57.487+00:00|4398046512286|4378|2000
2010-05-26T05:20:18.491+00:00|4398046512328|3015|2010
2010-06-24T06:51:20.900+00:00|4398046512336|6855|2004
2010-05-07T04:28:06.352+00:00|4398046512338|4239|2007
2010-06-29T06:39:04.812+00:00|4398046512345|2213|2000
2010-05-03T20:36:03.878+00:00|4398046512349|4948|2006
2010-05-06T11:10:31.573+00:00|4398046512359|4517|2005
2010-06-08T04:50:44.817+00:00|4398046512360|2206|2003
2010-05-13T12:52:10.467+00:00|4398046512371|2835|2003
2010-06-07T06:10:47.296+00:00|4398046512388|6489|2009
2010-05-16T09:01:47.746+00:00|4398046512392|6493|2007
2010-05-14T05:10:26.142+00:00|4398046512406|1980|2004
2010-06-01T07:16:46.518+00:00|4398046512422|5950|2005
2010-06-13T19:18:02.172+00:00|4398046512445|5271|2004
2010-05-05T10:16:53.781+00:00|4398046512447|6805|2007
2010-06-25T00:50:34.376+00:00|4398046512495|1972|2003
2010-06-24T12:49:24.035+00:00|4398046512502|2213|2000
2010-06-06T02:58:42.865+00:00|4398046512570|3008|2008
2010-05-12T17:41:47.669+00:00|4398046512582|2211|2008
2010-05-24T01:52:53.075+00:00|4398046512621|1980|2000
2010-06-01T16:00:22.670+00:00|4398046512629|5522|2005
2010-06-19T22:32:33.025+00:00|4398046512651|4751|2007
2010-06-22T11:28:46.131+00:00|4398046512669|4965|2003
2010-05-20T13:58:28.043+00:00|4398046512677|4982|2003
2010-05-31T18:50:44.397+00:00|4398046512700|2210|2007
2010-05-07T18:05:43.337+00:00|4398046512769|5529|2009
2010-05-13T12:10:37.815+00:00|4398046512770|5271|2005
2010-05-08T10:55:24.710+00:00|4398046512778|6391|2008
2010-08-12T11:46:56.396+00:00|6597069766697|3010|2008
2010-07-20T10:17:42.074+00:00|6597069766709|5268|2005
2010-07-19T16:04:54.330+00:00|6597069766712|2452|2005
2010-08-08T13:58:06.265+00:00|6597069766725|4762|2002
2010-08-22T10:03:31.170+00:00|6597069766769|3308|2004
2010-07-31T23:29:14.931+00:00|6597069766793|2180|1999
2010-07-21T01:12:13.073+00:00|6597069766802|4996|2007
2010-07-13T10:53:14.626+00:00|6597069766819|2535|2006
2010-08-24T09:41:38.655+00:00|6597069766835|2205|2001
2010-08-22T05:33:04.044+00:00|6597069766839|4746|2009
2010-08-05T04:05:09.646+00:00|6597069766895|7886|2003
2010-08-26T03:17:57.091+00:00|6597069766925|4518|2004
2010-07-14T01:09:39.975+00:00|6597069766942|5266|2000
2010-07-22T17:25:44.338+00:00|6597069766967|2691|2006
2010-08-10T10:23:27.702+00:00|6597069766972|7900|1999
2010-07-10T14:17:25.910+00:00|6597069766982|2407|2006
2010-07-26T06:03:13.817+00:00|6597069767006|5236|2008
2010-07-27T13:40:07.754+00:00|6597069767011|4956|2005
2010-07-21T00:17:59.562+00:00|6597069767047|2832|2005
2010-08-31T14:33:11.495+00:00|6597069767080|3010|2006
2010-07-14T16:52:35.743+00:00|6597069767085|5984|2005
2010-08-16T09:03:32.451+00:00|6597069767115|5169|2004
2010-07-08T20:50:06.524+00:00|6597069767176|5187|2002
2010-07-04T10:47:07.435+00:00|6597069767179|4590|2007
2010-07-21T07:57:31.382+00:00|6597069767182|2292|2007
2010-08-04T05:43:19.461+00:00|6597069767205|7893|2000
2010-07-29T12:53:18.809+00:00|6597069767221|1857|2001
2010-08-10T04:07:53.772+00:00|6597069767262|4670|2010
2010-07-21T05:50:16.007+00:00|6597069767337|2432|2005
2010-07-18T00:55:17.037+00:00|6597069767351|3007|2005
2010-08-06T06:19:27.406+00:00|6597069767362|3013|2009
2010-08-03T05:08:54.075+00:00|6597069767372|5494|2002
2010-08-30T20:12:04.000+00:00|6597069767381|6388|2009
2010-08-14T22:17:56.420+00:00|6597069767390|2249|2002
2010-07-27T15:24:17.391+00:00|6597069767446|2486|2009
2010-08-16T11:50:46.610+00:00|6597069767449|5942|1999
2010-07-28T16:07:13.556+00:00|6597069767462|5154|2008
2010-07-31T21:52:20.424+00:00|6597069767468|5947|2006
2010-08-01T01:38:40.049+00:00|6597069767484|1858|2002
2010-07-21T03:38:48.525+00:00|6597069767597|4516|2002
2010-08-17T04:52:33.935+00:00|6597069767598|5735|2009
2010-08-29T17:11:10.682+00:00|6597069767615|6197|2006
2010-08-23T19:29:34.208+00:00|6597069767638|1608|2002
2010-08-16T12:09:41.633+00:00|6597069767674|3012|2005
2010-08-25T23:50:06.792+00:00|6597069767675|2210|2000
2010-07-12T18:44:21.604+00:00|6597069767713|7877|2005
2010-08-23T01:21:27.179+00:00|6597069767723|4742|2003
2010-08-19T13:32:35.355+00:00|6597069767744|7901|2003
2010-07-28T06:20:41.832+00:00|6597069767767|5266|2007
2010-08-26T17:34:13.632+00:00|6597069767781|1580|2003
2010-07-08T09:58:51.741+00:00|6597069767816|7894|2003
2010-07-06T22:57:34.200+00:00|6597069767839|5182|2000
2010-07-12T04:14:44.619+00:00|6597069767849|5980|2003
2010-08-26T14:11:43.047+00:00|6597069767969|5529|2008
2010-08-15T19:40:38.576+00:00|6597069767971|5146|2004
2010-07-04T04:58:39.211+00:00|6597069768040|4991|2006
2010-08-31T13:36:05.904+00:00|6597069768067|1851|2004
2010-07-04T07:08:02.095+00:00|6597069768129|5042|2004
2010-07-24T08:22:44.320+00:00|6597069768144|3014|2005
2010-08-01T09:11:47.429+00:00|6597069768148|2387|2005
2010-08-06T22:04:49.717+00:00|6597069768167|2486|2004
2010-08-28T16:55:33.371+00:00|6597069768234|3006|2007
2010-08-13T08:51:04.441+00:00|6597069768249|2694|2003
2010-08-21T17:08:25.243+00:00|6597069768281|1597|2001
2010-08-22T23:43:15.801+00:00|6597069768352|2207|2005
2010-10-09T04:45:29.161+00:00|8796093022302|3015|1998
2010-09-29T20:39:56.174+00:00|8796093022362|5950|1999
2010-09-29T18:11:09.984+00:00|8796093022402|4991|2000
2010-09-25T10:40:15.828+00:00|8796093022442|5229|2006
2010-09-08T23:45:32.769+00:00|8796093022449|2827|2005
2010-11-01T09:06:49.522+00:00|8796093022491|2977|1999
2010-10-06T18:20:22.131+00:00|8796093022501|5984|2004
2010-10-08T04:36:04.672+00:00|8796093022532|1969|2005
2010-10-07T21:40:59.375+00:00|8796093022572|6164|2010
2010-10-17T00:49:04.274+00:00|8796093022579|3010|2004
2010-10-04T20:02:10.903+00:00|8796093022589|3010|1999
2010-10-10T12:29:18.029+00:00|8796093022606|1601|2000
2010-10-04T17:18:54.674+00:00|8796093022619|5238|2009
2010-10-02T21:27:56.658+00:00|8796093022629|7878|2003
2010-09-20T18:17:36.269+00:00|8796093022685|4743|2006
2010-10-22T04:48:03.036+00:00|8796093022697|4952|2005
2010-09-09T06:56:56.443+00:00|8796093022715|1596|2010
2010-10-30T02:38:15.198+00:00|8796093022726|2449|2004
2010-10-18T18:37:02.184+00:00|8796093022736|5046|2011
2010-09-28T21:01:41.042+00:00|8796093022784|1804|2000
2010-10-14T08:42:50.340+00:00|8796093022823|2208|2001
2010-09-14T19:35:36.956+00:00|8796093022884|5063|2010
2010-10-21T13:46:44.540+00:00|8796093022904|3011|2010
2010-09-03T15:01:00.927+00:00|8796093022910|5046|2005
2010-10-09T01:23:29.930+00:00|8796093022932|3006|2008
2010-10-25T12:05:27.765+00:00|8796093022945|3012|2008
2010-09-09T17:28:46.224+00:00|8796093022948|4517|2008
